praia,aspecto,aspecto_nome,n_avaliacoes,n_mencoes,pct_mencoes,nota_media,nota_mediana,pct_negativas,pct_positivas,confianca_media,exemplos_evidencia
praia_perequê,infraestrutura,Infraestrutura,155,21,13.55,3.05,4.0,38.1,57.14,0.95,"boa infraestrutura... Possui banheiro químicos | Praia sem calçadão. Não tem um calçadão ou serviços turísticos. | não tem calçadão | dispõe de boa infra-estrutura | Otima infra estrutura com chuveiros publicos no calçadão | estrutura é pessima, não tinha se quer iluminação | a praia não tem estrutura para alimentação dos turistas | bastante infraestrutura | boa infra estrutura na areia | infraestrutura adequada | Não há muita infraestrutura na praia | Não há chuveiros para se lavar após ficar n"
praia_perequê,limpeza,Limpeza,155,56,36.13,3.32,4.0,41.07,51.79,0.95,"praia limpa, sem cheiro ruim | Praia limpa | deu uma melhorada na limpeza | limpa | areia limpa e firme | praia costuma ter águas sujas... rio muito poluído como um esgoto a céu aberto | Praia de água limpa | com agua limpa | cheiro de esgoto é insuportável, pois vem todo o esgoto despejado | Água limpa | está um esgoto só | com bastante sujeira e de cor bem escura | a praia é limpa | A praia é limpa | Água limpa... areia limpa | elevada presença de plásticos e lixo | Não tem tratamento de esgot"
praia_perequê,mar_banho,Mar / banho,155,67,43.23,4.24,5.0,19.4,77.61,0.97,"ondas baixas e água limpa | ótima para entrar no mar | Mar super calmo e poucas ondas | ótima pra curtir, relaxar e tomar um bom banho de mar | praia calma | águas calmas | mar com pouca onda e rasa | Não tem ondas e profundidade e otima para crianças | águas tranquilas | a água do mar... são sujas em grande parte do período de verão devido ao rio Perequê | não é possível tratar a Praia de Perequê como uma praia de águas límpidas | ondas calmas. Ideal para famílias e crianças, pois não é muito a"
praia_perequê,seguranca,Seguranca,155,6,3.87,3.83,4.5,16.67,66.67,0.91,"Não há movimento, nem segurança alguma no local. Evitem ficar totalmente isolados! | sem grandes perigos | Não existe avenida de carro na beira mar, então fica mais tranquilo das crianças ficarem livres | sem problemas e preocupações com segurança. | tirar fotos com bastante segurança | Tome cuidado apenas com a época das águas vivas."
praia_perequê,tranquilidade,Tranquilidade,155,62,40.0,4.79,5.0,1.61,95.16,0.97,"Local tranquilo | bem tranquila, sem confusão | Otima para quem quer sossego | Se quiser tranquilidade, prefira o canto perto das pedras | mais sossegada que as vizinhas | Praia bem extensa e tranquila | Ambiente calmo, familiar | muito tranquila | Lugar com pouca gente, você ainda se sente dono do lugar | dificilmente está lotada... busca um pouco de sossego | Praia tranquila | praia tranquila | calma | é muito tranquila | praia sossegada | Lugar de tranquilidade! | Calma e tranquilidade | luga"
praia_piçarras,acesso_estacionamento,Acesso / estacionamento,508,31,6.1,4.29,5.0,16.13,80.65,0.94,rua beira-mar com estacionamento | fácil de estacionar o carro na rua | acesso | a falha é lugar para estacionar | O acesso é fácil pela br 101 | na temporada fica difícil estacionar | fácil acesso para quem vem pela br 101 | Fácil acesso de carro | possui estacionamento próximo | Fácil acessibilidade para idosos | facil acesso | vc consegue estacionar facilmente | você consegue estacionar o carro em qualquer lugar | há vagas para estacionar... sem Zona Azul e nem flanelinhas | Fácil acesso | Ex
praia_piçarras,beleza_natural,Beleza natural,508,102,20.08,4.74,5.0,2.94,94.12,0.96,visual espetacular | Praia linda | A praia é muito bonita | Praia bonita | bonita | lugar muito bonito | muito bonita | Praia maravilhosa | praia linda | Lugar lindo | praia belíssima | cor azul turquesa linda | Lindíssima. Linda Praia. | pier para apreciar a paisagem | bonita com uma faixa de areia bem legal | beleza da praia | praias lindas | Muito linda | é bonita | pier deliciosa para ver o pôr do sol | natureza maravilhosa | Praia muito bonita | Linda Praia | Bonitas as ilhas Itacolomi e Fe
praia_piçarras,comercio_servicos,Comercio / servicos,508,139,27.36,4.12,4.0,11.51,82.01,0.92,"hotel Imperador tem atendimento e serviço de praia | vários restaurantes com boas comidas | bastante quiosque com molho verde, churros e pipoca | a orla tem bastante restaurantes e bares | Muitos restaurantes | ótimos restaurantes | Tinha alguns quiosques abertos assim como restaurantes e sorveterias | possui estrutura de bons restaurantes | muitas opções de lazer, escunas, stand up | possibilidade de aluguel de cadeiras e guarda-sóis. Em frente a praia há muitas opções para comer e beber | vari"
praia_piçarras,custo_beneficio,Custo-beneficio,508,20,3.94,4.6,5.0,10.0,90.0,0.94,"atende todos os gostos e bolsos | baratos | O comércio eu achei caro | os preços são mais acessíveis | custo-benefício atendeu as minhas expectativas | preços de hospedagem são bem interessantes. | aps no airbnb tem diárias bem interessantes | boa relação custo,benefício | Negociamos um ótimo imóvel por um preço bem inferior à outras praias | preços justos | Os produtos nas barracas não são caros e tem estacionamento publico... com preço justo | preço acessível dos comerciantes | bons preços | p"
praia_piçarras,familia_criancas,Familia / criancas,508,97,19.09,4.72,5.0,4.12,95.88,0.95,tranquila para ir com crianças | ideal para curtir com a família | fui com minha filha | Viajar fora de temporada é uma ótima pedida para quem tem crianças | curtir o dia com a família | Bom para passear com a família | muito bom para crianças | ideal para crianças | Praia agradável para curtir com a família | mar calminho para as crianças | lugar família | familiar | Vale a visita com toda a familia | Lugar bem familiar | Perfeito para passar o dia com a família | da para ir com toda a família 
praia_piçarras,infraestrutura,Infraestrutura,508,161,31.69,3.84,4.0,19.88,69.57,0.93,"Muitas quadras na areia | tem um calçadão muito bom com bancos e árvores | quadras de esporte... atividades físicas | lugares para jogar futebol e vôlei | bem estruturada. Tem salva vidas, a orla tem bastante restaurantes e bares | calçadão é legal para fazer caminhadas | O lugar poderia ser muito bacana se a prefeitura investice melhor na praia | ótima infra-estrutura | Com a reforma do calçadão, ficou muito agradável | Só falta mesmo dispor de banheiros para os turistas | com ótima infraestrut"
praia_piçarras,limpeza,Limpeza,508,189,37.2,4.51,5.0,10.58,86.24,0.96,"Praia limpa | Poluição da praia... Milhares de peixes mortos na areia | PRAIA LIMPA... própria para banho | é muito limpa, bem cuidada | Praia bem limpa, águas limpidas | As praias estavam bem limpas e tinha serviços de limpeza | Limpo | limpa | praia é limpa | Muito limpa mesmo | muito limpo a praia | Praia é limpa | Limpa | Praia sempre limpa | muito limpa | Muito limpa e organizada | faixa de areia... é limpa | o local é bem limpo | A Praia de Balneário Piçarras é limpa | super limpa | água l"
praia_piçarras,mar_banho,Mar / banho,508,207,40.75,3.78,4.0,24.15,59.42,0.94,"Condição zero para entrar | o mar é um pouco perigoso para crianças | O mar é bom para tomar banho | mar calminho para as crianças | mar tranquilo | mar estava agitado com as ondas batendo forte na praia e água muito fria | o mar é de nível médio com algumas ondas | não é a melhor opção para banho | em tempos de vento ficam extremamente perigosas | agua é calma, ideal para crianças | mar ser bastante agitado | água calma e limpa | mar que é limpo | brava, com ondas fortes e agitadas | as águas s"
praia_piçarras,seguranca,Seguranca,508,52,10.24,4.35,5.0,9.62,76.92,0.93,"segura | postos de salva vidas por toda orla | Tem salva vidas | com segurança | com salva vidas | salva-vidas estão sempre alertas | um salva vidas foi logo avisando onde era bom de entrar no mar | bem segura pois tem sempre vários salva vidas ao longo da praia | segurança pública deficiente | praia é super segura, com muitos salva vidas | boa segurança de salva-vidas | Praia longa e perigosa | recebeu titulo bandeira azul (2019) de qualidade ambiental, segurança e bem estar | Selo Bandeira Azu"
praia_piçarras,tranquilidade,Tranquilidade,508,185,36.42,4.72,5.0,3.24,92.97,0.95,"praia tranquila | Tranquila | tranquila | praia calma | calma | Praia calma | Praia de pouco movimento | A cidade é tranquila | super limpa e tranquila | a praia não está sempre lotada | pouco movimentada | Praia tranquila | Praia Tranquila | super tranquilo | Praia Sossegada | Tranquilidade | praias isoladas e tranquilas | Silêncio | Praia Vazia, bem tranquila | muito agradável. Ótima para relaxar | muito tranquila e limpa | Praia tranqüila | curtir de forma bem tranquila | ainda não é insuport"
praia_ubatuba,acesso_estacionamento,Acesso / estacionamento,207,22,10.63,3.45,3.5,36.36,50.0,0.93,Bastante vagas de estacionamento | Fácil acesso. Única praia com todos acessos... que organiza e facilita o chegar | ruas e acessos precisam de reparos e a beira mar é terrível de trafegar de carro | acessos a ela são por ruas de terra | fácil acesso | O problema é o acesso a são francisco. Em época de alta temporada precisa de paciência. | dificuldade de chegada e saída na temporada | facíl estacionamento | facil acesso para todos os turistas | Fácil acesso de carro | Fácil acesso | de fácil ac
praia_ubatuba,beleza_natural,Beleza natural,207,76,36.71,4.97,5.0,0.0,100.0,0.97,"vista incrível | Ubatuba é maravilhosa, linda mesmo com dias de chuva | Linda | muito bonita | vista é inacreditável | Bela praia... O visual é muito bonito | Praia linda | Linda praia | Praia bonita | natureza preservada | praia muito linda de mais | É uma praia linda | A praia é linda | Praia bela | A paisagem é de uma rara beleza | uma praia muito bonita | vista maravilhosa | vista muito bonita | Belíssima... com muita natureza ao seu redor | um paraíso, as praias são lindas | paisagem maravi"
praia_ubatuba,comercio_servicos,Comercio / servicos,207,38,18.36,3.34,3.5,34.21,50.0,0.93,comércio das proximidades também é super simpático | bons lugares para alimentação | não há comércio à beira mar | Só não possui comércio próximo da praia | Pouca opções de bares e restaurantes | Não tem opções a beira mar de bares e restaurantes | os poucos lugares que têm são ótimos e valem a pena serem frequentados | sem muita estrutura de alimentação para banhistas | quiostue maré verde com melhores pestisco e bebidas | não tem comércio junto a praia | poucos quiosques... não há bares ou res
praia_ubatuba,custo_beneficio,Custo-beneficio,207,6,2.9,4.0,4.5,16.67,66.67,0.94,"nos quiosques é tudo um pouco caro, mercado também | comidas não são tão caras, a hospedagem é barata | dá para ir [...] sem gastança | preço justo | preços praticados nas barracas beirando a praia são bem honestos | os restaurantes não são baratos lá"
praia_ubatuba,familia_criancas,Familia / criancas,207,40,19.32,4.72,5.0,7.5,92.5,0.96,"bom para ir com crianças. Lugar super tranquilo, bem estilo família. | lugar de famílias | Ótima para quem vai com crianças pequenas | Ótima praia para ir com a família | Ideal para famílias | Local não muito recomendado para crianças | frequentada principalmente por famílias | Muito bom para levar crianças | excelente para ir com criança | Excelente opção para descanso, especialmente, no verão, além de bom espaço para brincar com as crianças. | Praia bem família | curtir umas férias a dois e tb"
praia_ubatuba,infraestrutura,Infraestrutura,207,36,17.39,3.22,3.0,38.89,41.67,0.94,"Infraestrutura precária | sem infra estrutura | Tem um deck ótimo durante toda a extensão da praia para caminhadas ou pedaladas. | quase não tem infraestrutura | boa infraestrutura com salva-vidas e barraquinhas | infra-estrutura ainda não é a desejável, faltam luzes na praia e melhores restaurantes na orla | sem um calçadão junto a orla | espécie de deque entre a areia e a rua, proporcionando uma agradável caminhada | Chuveiro de agua doce e bastante local para estacionar. | boa infraestrutra d"
praia_ubatuba,limpeza,Limpeza,207,73,35.27,4.78,5.0,4.11,95.89,0.97,"A praia é limpa | limpa | Livre de poluição. | Mar sujo. Essa praia sempre tem dejetos de um rio | Praia limpa | água é limpa | muito limpa | vários pontos de escoamento de esgoto | areia limpíssima | Águas limpas | águas limpas e claras | Mar limpo | água limpinha | areia e de melhor qualidade limpa fina | águas limpas e cristalinas | água muito limpa | praia limpa | limpas | água limpa, areia limpa | mar limpíssimo | Praia muito limpa | água cristalina | bastante limpa | areia extensa e limpa "
praia_ubatuba,mar_banho,Mar / banho,207,69,33.33,3.74,4.0,11.59,53.62,0.92,"mar gostoso | Águas verdes e limpas | água do mar escura e imprópria para banho | Aguas mansas... quase sem ondas | Águas limpas e calmas | boa para banho pois o mar não é tão agitado | Muito boa para banho de mar | A praia estava sem onda | Águas quentinha e Mar tranquilo | o mar não é revolto, a água é limpa e clara | mar calmo e bom pra banho | águas são pouco mais agitadas e com ondas um pouco maiores mas nada que atrapalhe | água boa, com ondas calmas | Águas calmas e faixa de areia grande."
praia_ubatuba,seguranca,Seguranca,207,27,13.04,4.81,5.0,0.0,100.0,0.94,"infraestrutura com salva-vidas | pode ficar despreocupado com roubo | bem protegida e cuidada, tem postos de bombeiros por perto | Tem salva-vidas a cada 100 mts | várias guaritas com salva vidas | Sempre tem salva vidas na praia inteira | super segura | área coberta por guarda-vidas | salva vidas la para caso precise | salva vidas sempre prontos | salva vidas sempre a posto | Possui salva-vidas | Salva vidas educados e atenciosos | salva vidas | presença de salva-vidas, o que dá segurança | mui"
praia_ubatuba,tranquilidade,Tranquilidade,207,85,41.06,4.6,5.0,5.88,90.59,0.95,"Lugar super tranquilo | lugar tranquilo | Lugar lindo e pacífico. não escutei música alta | lugar calmo... praia sem agito | tranqüila e sem muvuca | Lugar tranquilo... sem agitos | tranquila, sem o agito | bem sossegada | Praia muito agitada!! | bem tranquila no inverno | praia tranquila para relaxar... sem o agito de veículos, vendedores, esportistas | nada que atrapalhe sossego e tranquilidade | praia bem tranquila | Praia tranquila | Praia estava calma | pouca movimentação | Praia tranquila "
praia_vermelha,acesso_estacionamento,Acesso / estacionamento,508,150,29.53,2.42,2.0,66.0,18.0,0.93,Estrada de chão para chegar | local de fácil acesso | acesso ser mais difícil | acesso mais difícil | rua estava obstruída então não conseguimos ir | Acesso não muito fácil | peça é no acesso | ruim do local é a estrada de terra | não é muito fácil pra estacionar | se não tiver carro 4x4 não passa | de difícil acesso | Difícil acesso | estrada horrível... só consegui voltar na 4º tentativa | o acesso é ruim e tem pouco lugar para estacionar | acesso é muito perigoso | difícil de chegar | difícil
praia_vermelha,beleza_natural,Beleza natural,508,228,44.88,4.83,5.0,2.19,96.05,0.97,"praia ótima, reservada, linda | Linda praia... vista é maravilhosa | A praia é linda ... a vista é muito bonita | Muito bonita... bela vista do alto | visual sensacional | Lindo! | Praia bonita, bem preservada | paisagem encantadora | formada por uma pequena enseada, cercada de natureza | visual lindo e paradisíaco | praia deserta... impressionante | Simplesmente deslumbrante | Muito lindo o lugar pela vista | A praia é linda. Tem um ar de lugar preservado e deserto. | natureza exuberante e into"
praia_vermelha,comercio_servicos,Comercio / servicos,508,94,18.5,3.48,4.0,25.53,57.45,0.92,"restaurante do local tem ótimas porções | Os quiosques cobram preços justos | Local com ótimos quiosques e restaurantes | bares são ótimos | falta de serviços | Bons bares, excelente atendimento | sem lugar para comprar nada | atendimento da lanchonete é péssimo | restaurante que não é caro e servem almoço, cerveja 8 reais a garrafa | rapaz era super grosso | Não encontramos estrutura de alimentação | voos de parapente... com segurança e profissionalismo | nenhuma lancheira aberta na praia | res"
praia_vermelha,custo_beneficio,Custo-beneficio,508,16,3.15,3.62,4.0,37.5,56.25,0.93,"Os quiosques cobram preços justos | custo beneficio la muito caro | baixo custo | achei muito caras as corridas | pagamos R$5,00 por uma agua de coco | peixes muito barato | preço bem baixo | os quiosques cobram preços justos | preços são absurdos | quase R$100,00 por um almoço... achei caro | preço justo | aluguel em conta, também tem pousadas com preços bem acessíveis | preços bons | não é muito caro | os preços que um pouco salgado | alugando cadeiras, mesa e guarda sol por 35 reais"
praia_vermelha,familia_criancas,Familia / criancas,508,57,11.22,3.75,5.0,36.84,63.16,0.95,"não é Boa para as criancas | Otimo para familia e amigos | um ótimo local para passear com a família | bom para as crianças brincarem | eu e meus filhos nos divertimos muito | perfeito para um passeio em familia, com criancas pequenas | Calma... Familiar! Ideal para ir com crianças, idosos | opçao para compartilhar com a familia | próprio para famílias com crianças pequenas ou adolescentes | não é aconselhável para crianças | perigosa para o banho principalmente para as crianças | pudemos brinca"
praia_vermelha,infraestrutura,Infraestrutura,508,78,15.35,2.17,2.0,75.64,16.67,0.93,"pouca infraestrutura em relação a banheiros, local com vendas de comida e bebidas e até mesmo duchas | sem estrutura | a praia não tem estrutura para banhistas | falta de estrutura | praia é bem isolada e sem estrutura | oferece pouco ou quase nenhuma infraestrutura | falta infraestrutura ao turista | passou por uma obra de reurbanização recente | sem estrutura como: Sobrinha, Bar e Água doce | sem estrutura nenhuma | Não tem barracas. | sem estrutura. Você não vai encontrar cadeiras, nem bares,"
praia_vermelha,limpeza,Limpeza,508,85,16.73,4.42,5.0,14.12,83.53,0.96,"água muito limpa | praia é muito limpa | águas limpas | praia limpinha | praia maravilhosa, limpa | Local limpo | areia limpa | Praia linda e limpa | mau conservada tem esgoto correndo na areia | limpa tanto na areia quanto na mar | Praia limpa | Praia suja | agradável e limpa | areia muito limpa | Praia totalmente limpa | cidade limpa organizada | limpa | muito limpa | limpeza na praia | praia limpa | Suja e bem mal cuidada | a praia é limpa | praia linda, limpa | lixo por todos os lados | mar "
praia_vermelha,mar_banho,Mar / banho,508,142,27.95,2.76,2.0,59.15,25.35,0.93,"água é limpa e pasme, com a temperatura super agradável | mar é muito agitado, então não é aconselhável para quem não sabe nadar | local perigoso o mar é revolto | águas muito violentas, não acredito que seja indicado para banho | As ondas quebram na areia da praia não é Boa para as criancas | Havia muitas bandeiras vermelhas na areia. Não arrisquei entrar no mar | mar revolto é bom ter cuidado ao entrar na água, as ondas são fortes e há correntes de retorno | tem muita onda e até os guarda vida"
praia_vermelha,seguranca,Seguranca,508,43,8.46,3.91,5.0,23.26,72.09,0.94,Bombeiros a disposição | Tem salva vidas | com salva-vidas | Cuidado onde para o carro. Pois não garanto que estará lá quando voltar | sem perigo algum | O melhor é a segurança | perigosa para crianças | a ocorrência de assaltos e arrastões é muito improvável | tem guarda-vidas espalhados pela praia | estrutura de guarda vidas para dar tranquilidade | conta com salva vidas | Cuidado com o mar... presenciamos um afogamento | tem salva vida o tempo todo | tem ondas fortes e salva vidas | Bombeiros
praia_vermelha,tranquilidade,Tranquilidade,508,120,23.62,4.81,5.0,2.5,95.83,0.96,"praia mais deserta | praticamente deserta | Super exclusiva | Pouco frequentada, ideal para quem busca sossego | lugar mais sossegado | vazio | praia silenciosa | Semideserta | muito tranquilo | Linda, calma! | Silencio e Tranquilidade | Uma calmaria | super tranquila e isolada | E uma praia deserta | tranquila..um bom lugar para relaxar | Praia calma | bastante calma e tranquila | calma e sossegada, poucos turistas | praia bem tranquila | refúgio tranquilo | o movimento... é fraco, não lota | p"
prainha,acesso_estacionamento,Acesso / estacionamento,205,9,4.39,3.22,4.0,44.44,55.56,0.92,Difícil é achar vaga pra estacionar | Fácil acesso e estacionamentos. | estacionamento de boa pra encontrar uma vaga | estacionamento que é meio difícil no local | as vezes não tem onde estacionar. | trilha tranquila que te leva a formações rochosas | espaço para estacionamento | não se pode estacionar na avenida e sim nas laterais | se consegue achar vagas pra estacionar perto da praia
prainha,beleza_natural,Beleza natural,205,74,36.1,4.95,5.0,0.0,100.0,0.96,"Praia linda | cercada por paredões rochosos | muito bonito o local | Lugar lindo, abençoado por Deus é lindo por natureza. | vista maravilhosa | a praia é realmente Linda | local lindo | praia mais bonita do litoral norte catarinense | Linda vista, paisagem maravilhosa | cenário muito bonito | O lugar é muito lindo | Belíssima, com um pedido povo jovem, bonito e bem cuidado. É para encantar os olhos! | Lugar lindo! | paisagem é exuberante: morros, pedras e mar limpo | ter uma ótima paisagem | Pr"
prainha,comercio_servicos,Comercio / servicos,205,75,36.59,4.45,4.0,1.33,98.67,0.93,"Os barzinhos mais badalados de São Chico! | possui vários restaurantes, barzinhos com som ao vivo e pousadas | Diversas opções de barzinhos à beira-mar | orla com diversas opções de bares e restaurantes | Ótimos quiosques com preço justo | bares no calçadão com cervejas e comidas boas | Bares lindos e atrativos | varios bares e restaurantes com comidinhas e bebidas deliciosas | alguns bom restaurantes | melhores barzinhos e os melhores pratos | dispõem de variadas opções de restaurantes e bares."
prainha,custo_beneficio,Custo-beneficio,205,6,2.93,4.33,4.0,0.0,100.0,0.92,preço da comida e das bebidas muito bom | preços satisfatórios para a bela vista | Custo beneficio adequado. Alguns restsurantes caros e outros com preco justo | pra todos os gostos e bolsos | preços razoáveis | preços dentro da normalidade
prainha,familia_criancas,Familia / criancas,205,26,12.68,3.92,4.5,26.92,73.08,0.94,"bom para quem tem criancas, lugar bem familiar | lugar muito bom para férias em família | NÃO RECOMENDO LEVAR CRIANÇAS | Praia boa para ir com a família | lugar tranquilo para passeio com família | para crianças se torna mais perigoso | praia tranquila para as crianças | passo o dia com a família | Local excelente para descanso com a família | o Mar é muito bravo para crianças | não leve crianças | dá para levar crianças tranquilamente | mar muito bravo para crianças | não para crianças pois é p"
prainha,infraestrutura,Infraestrutura,205,46,22.44,4.57,5.0,0.0,97.83,0.93,"excelente infraestrutura: pousadas, lojas, bares | calçadão novo e vários pontos de compra | Calçadão Largo e bem cuida do, há bares e restaurantes na orla | chuveiros de água doce para tirar o sal | local é muito bem organizado | É bem arrumadinha, com um calçadão e banquinhos na orla. | Boa estrutura, chuveiros | posto de salva vidas, e muitos chuveiros , calçamento e estacionamentos bem demarcados | Tem estrutura básica, chuveiros e tudo funcionando | Calçadão bem cuidado e boa infraestrutura"
prainha,limpeza,Limpeza,205,66,32.2,5.0,5.0,0.0,100.0,0.97,"Água limpa | Água limpa e transparente | água limpa | Muito limpa | brancas areias muito limpa e aguas claras | Praia limpa, organizada | agua limpa | Pequena e limpa. A praia é limpa | praia estava super limpa | limpo | esta sim é uma praia limpa | limpinha | Água limpíssima [...] areias claras e limpas | Água clara e areia branca | Praia limpa e águas claras | água é bem limpa | Areia fofa e branca | é limpa, não sofre influência da chuva | limpa | Limpa! | Praia muito limpa, de águas claras |"
prainha,mar_banho,Mar / banho,205,71,34.63,3.59,4.0,16.9,53.52,0.92,"mar é sempre cristalino | Praia com águas tranqüilas... Mar limpo e calmo. | muitas ondas e o mar é agitado e perigoso | possui ondas muito fortes | ondas altas e com uma ótima formação | não tranquila... ondas muito fortes | Temperatura da água fantástica | aguas agitadas | Ótima praia para surf, banho e brincar na areia. | Com ótimos lugares pra banho | águas agitadas e perigosas | Perigosa para banho. | Praia excelente para surfistas | seu mar não é calmo, e sim agitado | muito boa para surfa"
prainha,seguranca,Seguranca,205,16,7.8,3.88,4.0,18.75,68.75,0.93,"perigosa... mar ser um pouco agitado | Tem bombeiros de olho na água, tem muitas bandeirolas indicando onde é perigoso | possue salva vidas | possui salva-vidas, posto dos bombeiros | constantemente monitorado pelo corpo de bombeiro, inclusive com demarcação dos locais seguro para o banho | salva vidas que ficam andando pela praia | cuidado : o mar é perigoso com correntes fortes | alertado por salva vidas | muitos locais perigosos | Salva vidas bem atentos e atenciosos | serviços de segurança |"
prainha,tranquilidade,Tranquilidade,205,27,13.17,3.3,3.0,37.04,40.74,0.9,tem um ar de tranquilidade e relax | praia fica bem cheia | trânsito ruim [...] carros com som alto | super lotada às pessoas precisam disputar um espaço | no verão fica lotada | fica muito cheia | não sossego | dá pra curtir tranquilamente | descanso e tranquilidade na maior parte do ano | a prainha é muito tranquila | sem muito tumulto | mais agitada | praia muito aconchegante | muito barulhenta na temporada | tranquila | tranquilo | é tranquila até mesmo no verão | No verão é lotado. | O agit
